SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.317240934,47,0,0.324712513,22000.0,19,0,3,0,2.0
0,0.005553182,25,0,0.241099071,2583.0,8,0,0,0,0.0
0,0.956710288,58,0,3628.0,,10,0,0,0,0.0
0,0.113285321,43,0,0.41350349,9167.0,18,0,2,0,2.0
0,0.584303119,44,0,7806.0,,14,0,4,0,2.0
0,0.338179301,37,0,0.509141494,2515.0,9,0,0,0,0.0
0,0.04905091,35,0,0.753219337,4736.0,6,0,2,0,0.0
0,0.81313382,40,1,0.365286624,3139.0,7,0,0,0,3.0
0,0.65087211,58,1,0.655409909,4500.0,23,0,1,0,0.0
0,0.045938827,56,0,0.183659431,13083.0,5,0,1,0,4.0
0,0.0,57,0,0.190573932,12666.0,11,0,2,0,1.0
0,0.046698443,71,0,0.034270217,8111.0,5,0,0,0,0.0
0,0.631124443,42,1,1.692653673,1333.0,9,0,2,0,0.0
0,0.144743782,64,0,0.216578286,7165.0,7,0,2,0,0.0
0,0.16256712,49,0,0.5604036,3666.0,7,0,1,0,0.0
0,0.233048094,59,0,0.262165508,10500.0,14,0,2,0,0.0
0,0.016165638,80,0,0.010379964,10500.0,12,0,1,0,0.0
0,0.085189924,64,0,0.265146971,5000.0,9,0,1,0,0.0
0,0.031440572,77,0,0.336426172,6250.0,9,0,1,0,0.0
1,0.0,33,1,0.096725819,4000.0,8,0,0,1,0.0
1,0.083137136,45,1,109.0,,7,0,0,0,0.0
0,0.683015082,48,0,0.310286678,4150.0,9,0,0,0,0.0
0,0.15980098,45,0,0.144466917,3460.0,6,0,0,0,2.0
0,0.0,68,0,0.0,5583.0,2,0,0,0,0.0
0,0.20161807,78,0,0.194602504,6150.0,5,0,0,0,0.0
0,0.48841094,58,1,1.119093966,5650.0,20,0,1,1,0.0
1,0.93348229,47,2,0.753778191,4300.0,11,0,1,0,0.0
0,0.072639979,38,0,0.293981927,5200.0,8,0,1,0,0.0
0,0.23516069,45,0,0.402213038,7500.0,14,0,1,0,0.0
0,0.056242353,33,0,0.177528988,2500.0,5,0,0,0,0.0
0,0.0,26,1,0.504890895,1328.0,7,0,0,0,0.0
0,0.499905069,40,0,0.326114525,10250.0,10,0,2,0,3.0
0,0.401381456,43,0,0.342915045,18750.0,11,0,3,0,3.0
0,0.080328871,51,0,0.008665222,6000.0,2,0,0,0,1.0
0,0.710934187,36,0,1.680216802,3320.0,14,0,1,0,0.0
0,0.193362915,52,0,0.532364374,5916.0,12,0,2,0,1.0
0,0.167376652,58,2,0.435871743,4989.0,18,0,2,0,0.0
0,0.005819,44,0,0.185257793,5100.0,24,0,1,0,2.0
0,0.007719691,45,0,0.002776235,1800.0,3,0,0,0,0.0
0,0.159982798,39,0,0.035741065,4000.0,5,0,0,0,0.0
0,0.602342598,53,0,0.579631481,7000.0,14,0,2,0,2.0
0,0.238067273,82,0,218.0,,2,0,0,0,0.0
0,0.276809043,59,1,1830.0,,18,0,0,0,2.0
0,0.9999999,45,0,0.0,,1,0,0,0,0.0
0,0.524112907,25,0,0.141840366,5900.0,5,0,0,0,1.0
0,0.977795296,64,0,0.617593602,2750.0,9,0,2,0,0.0
0,0.9999999,29,0,0.00768935,2600.0,0,0,0,0,1.0
0,0.029900741,30,0,0.116983288,7000.0,9,0,0,0,0.0
0,0.05002794,61,0,0.318025617,3200.0,7,0,1,0,0.0
0,0.420747206,49,0,0.670870627,7373.0,15,0,1,0,1.0
1,0.713159248,46,2,0.322247862,7366.0,10,0,0,0,1.0
0,0.040747963,58,0,0.180246436,15500.0,7,0,2,0,0.0
0,0.0,33,0,0.009175931,5666.0,9,0,0,0,0.0
0,0.537239909,58,0,0.468185607,3598.0,6,0,2,0,1.0
0,0.024734466,81,0,0.007323944,5324.0,8,0,0,0,0.0
0,0.189262358,55,0,0.193277311,6782.0,14,0,0,0,0.0
0,0.425065009,64,1,0.519107429,7483.0,17,0,4,0,1.0
0,0.275788968,47,0,0.216889709,6500.0,5,0,1,0,3.0
0,0.00691093,39,0,0.193553201,6700.0,6,0,1,0,1.0
0,0.0,77,0,8.0,,3,0,0,0,0.0
0,0.02906742,57,0,29.0,,6,0,0,0,0.0
0,0.208416477,69,0,0.358831931,6300.0,16,0,1,0,0.0
1,0.893510815,54,1,0.05426945,5269.0,6,1,0,0,0.0
0,0.178680647,51,0,2021.0,,4,0,1,0,0.0
0,0.018892813,34,0,0.369651522,6800.0,8,0,2,0,0.0
0,0.9999999,26,0,0.0,,0,0,0,0,0.0
0,0.806576402,60,0,0.079791024,4210.0,3,1,0,0,1.0
0,0.008434416,46,0,0.388048956,4166.0,5,0,1,0,3.0
0,0.855221695,40,0,0.151539069,3800.0,6,0,0,0,0.0
0,0.003573238,50,1,0.52218909,5700.0,8,0,2,0,0.0
0,0.055698877,64,0,0.149434091,11750.0,6,0,2,0,0.0
0,0.607239276,54,0,0.458199799,10920.0,8,0,1,0,1.0
0,0.307018379,59,0,0.17793194,10666.0,12,0,1,0,0.0
0,0.041044446,64,0,173.0,,6,0,0,0,0.0
0,0.9999999,62,1,1823.0,,5,2,1,0,0.0
1,1.041323205,42,2,1.682057276,1710.0,11,7,0,1,3.0
0,0.335396493,42,2,0.406289765,5500.0,9,0,1,0,4.0
0,0.0,55,0,0.152854921,4500.0,5,0,0,0,0.0
0,0.176313743,37,0,0.068983269,3884.0,3,0,0,0,1.0
0,0.066611829,34,0,0.206383489,8333.0,5,0,1,0,0.0
0,0.488817039,61,0,0.760545906,805.0,7,0,0,0,0.0
0,0.304182734,35,1,0.307190679,11500.0,10,0,2,0,0.0
0,0.123564228,45,0,0.202103511,13215.0,5,0,1,0,2.0
0,0.008268345,42,0,0.311337732,5000.0,9,0,1,0,0.0
0,0.094550094,71,0,68.0,,2,0,1,0,0.0
1,0.17565864,53,1,0.654369628,5583.0,16,0,4,0,3.0
0,0.249029773,50,0,263.0,,8,0,0,0,0.0
0,0.0,30,0,0.670666051,6500.0,13,0,2,0,0.0
1,0.9999999,62,0,0.100066269,3017.0,2,1,0,0,1.0
0,0.197491373,39,0,0.327393431,8585.0,13,0,2,0,2.0
0,0.296573148,41,1,0.206597371,11640.0,9,0,1,0,4.0
0,0.384977693,46,0,0.522197631,7680.0,16,0,2,0,4.0
0,0.9999999,42,0,536.0,,1,1,0,0,0.0
0,0.657567708,53,0,0.624136797,3040.0,5,0,2,0,0.0
0,0.145124125,35,1,0.273748076,11042.0,8,0,2,0,2.0
0,0.0,61,0,839.0,0.0,5,0,1,0,0.0
0,0.011079778,55,1,0.247574498,11543.0,9,0,1,0,3.0
0,0.049796581,55,0,0.208030963,6200.0,9,0,1,0,0.0
0,0.020476953,44,0,0.104223944,4000.0,7,0,0,0,0.0
0,0.06940756,64,0,63.0,,3,0,0,0,1.0
0,0.0,39,0,0.356802082,6916.0,5,0,2,0,0.0
0,0.581831615,67,0,0.301230378,2356.0,7,0,0,0,0.0
1,0.9999999,46,3,1667.0,,10,1,0,0,3.0
0,0.511632848,50,1,1.543228386,2000.0,11,0,1,0,0.0
0,0.420774892,67,0,0.371628796,4708.0,7,0,1,0,0.0
0,0.003866099,85,0,0.413006959,4166.0,7,0,1,0,0.0
0,0.9999999,69,0,0.200539973,6666.0,3,0,1,0,0.0
0,0.9999999,44,0,26.0,,0,0,0,0,0.0
0,0.8240064,53,5,0.217317236,13500.0,10,0,1,0,0.0
0,0.058185115,63,0,0.224016984,10833.0,7,0,2,0,0.0
0,0.232060074,53,0,0.154980155,10581.0,6,0,1,0,2.0
0,0.011428245,78,0,0.00235248,5100.0,3,0,0,0,0.0
1,0.682030814,78,5,0.640671866,5000.0,12,2,2,0,0.0
0,0.148871278,44,0,2417.0,,3,0,1,0,2.0
0,0.281163395,47,0,0.271420357,10433.0,13,0,1,0,2.0
0,0.237170101,42,0,0.222081886,9500.0,5,0,1,0,2.0
0,0.606393606,42,2,0.109221128,4467.0,4,0,0,0,0.0
0,0.048444759,71,0,0.199003138,5416.0,7,0,1,0,0.0
0,0.582955157,38,0,0.706102966,2932.0,4,0,1,0,0.0
0,0.533573321,45,0,4168.0,,4,0,2,0,0.0
1,0.552763149,33,0,0.681742662,5416.0,7,0,2,0,0.0
0,0.303335733,38,0,0.315640881,7083.0,12,0,2,0,0.0
0,0.237111665,50,0,0.257160393,9775.0,9,0,2,0,2.0
0,0.065289807,25,0,0.097634122,3000.0,2,0,0,0,1.0
0,0.472297911,42,0,0.108730584,3733.0,5,0,0,0,0.0
0,0.0,32,0,0.456458636,2755.0,3,0,1,0,0.0
0,0.023915564,84,0,0.124468883,4000.0,13,0,2,0,0.0
0,0.956127303,71,0,0.446941882,11166.0,8,0,1,0,1.0
0,0.050827151,55,0,0.679960582,17250.0,19,0,10,0,0.0
0,0.093456934,68,0,948.0,,9,0,1,0,0.0
0,0.027427265,42,0,0.300468436,4482.0,4,0,1,0,3.0
0,0.097445128,67,1,0.3601802,9100.0,13,0,4,0,0.0
0,3.23e-05,60,1,0.056588682,5000.0,15,0,0,1,0.0
0,0.0,73,0,642.0,,6,0,1,0,0.0
0,0.044842704,72,0,0.088252259,5200.0,6,0,0,0,1.0
0,0.155525949,42,0,0.892586773,7000.0,13,0,4,0,3.0
0,0.9999999,36,2,1.558723885,7083.0,8,0,5,0,0.0
0,0.024141833,30,0,0.319342031,1762.0,7,0,0,0,0.0
0,0.075163183,54,0,365.0,,4,0,0,0,0.0
0,0.510835692,56,0,0.59271455,9717.0,18,0,2,0,2.0
0,0.206981184,43,0,0.303341902,3500.0,7,0,2,0,2.0
0,0.013179767,40,0,0.717396134,4500.0,32,0,2,0,2.0
0,0.9999999,61,0,0.0,2178.0,2,0,0,0,0.0
0,0.879916818,73,0,4441.0,,5,0,2,0,0.0
0,0.003116843,46,2,0.418681913,12942.0,14,0,3,0,2.0
0,0.023919142,66,0,0.011427211,8400.0,7,0,0,0,0.0
0,0.9999999,31,0,0.55562958,1500.0,4,0,0,0,0.0
0,0.04390776,54,0,0.42709599,6583.0,10,0,2,0,2.0
1,0.9999999,41,0,516.0,,2,2,0,1,0.0
0,0.03211302,51,0,0.144365104,6441.0,6,0,1,0,0.0
1,0.815450444,26,1,913.0,,2,3,0,0,
0,0.334929838,33,0,0.138426454,4384.0,8,0,0,0,1.0
0,0.062787443,37,0,0.50744279,4500.0,7,0,2,0,0.0
0,0.42186452,34,0,0.034866533,11500.0,6,0,0,0,1.0
0,0.940501487,45,0,2155.0,1.0,6,0,2,0,4.0
0,0.012894915,72,0,2390.0,,12,0,2,0,0.0
0,1.114856429,27,1,0.081167533,2500.0,4,2,0,2,1.0
0,0.132324512,57,1,0.50969806,5000.0,9,0,3,0,2.0
0,0.209002817,43,0,0.296127977,5500.0,9,0,1,0,1.0
0,0.157095284,82,1,0.138070792,3700.0,12,0,0,0,0.0
0,1.540765391,53,1,0.022733498,3650.0,2,2,0,2,0.0
0,0.017337784,49,0,2566.0,,13,0,1,0,0.0
0,0.234638268,62,0,803.0,,7,0,1,1,0.0
0,0.572680069,53,0,0.332507228,9683.0,11,0,1,0,0.0
0,0.0,45,0,2806.0,,9,0,2,0,0.0
0,0.932472196,40,0,0.46149169,4933.0,11,0,1,0,2.0
0,0.059681656,34,2,0.097451274,2000.0,6,0,0,0,1.0
0,0.305963267,52,1,0.304873546,10833.0,7,0,1,0,2.0
0,0.9999999,37,0,0.216496828,5200.0,5,0,0,0,2.0
0,0.012974026,62,0,0.200876741,3877.0,7,0,1,0,1.0
0,0.06886362,33,0,0.02456441,3500.0,5,0,0,0,0.0
0,0.072656388,28,0,0.270560191,7550.0,7,0,1,0,2.0
0,0.952361009,39,0,0.397239522,5940.0,6,0,1,0,2.0
0,0.063207204,49,0,0.188170414,16500.0,8,0,1,0,1.0
1,0.291812018,42,0,0.425057494,10000.0,11,0,2,0,0.0
0,0.425149701,30,0,0.396354014,3400.0,5,0,1,0,0.0
0,0.366188867,68,0,0.484303139,5000.0,10,0,2,0,0.0
0,0.9999999,22,0,35.0,,1,0,0,0,0.0
0,0.161702583,31,0,0.824642363,2166.0,7,0,2,0,0.0
0,0.462399783,46,1,0.84503874,4000.0,9,0,1,0,1.0
0,0.328353945,54,0,0.065327889,12000.0,4,0,0,0,0.0
0,0.933290708,40,0,0.481723863,6264.0,10,0,1,1,2.0
0,0.048681648,48,0,0.399238095,5249.0,12,0,2,0,1.0
1,0.157820747,63,0,0.362563581,9829.0,17,0,1,0,0.0
0,0.057155929,60,0,0.224294881,6700.0,10,0,1,0,0.0
0,0.0,68,0,0.548577761,2706.0,8,0,1,0,0.0
0,0.070803356,54,0,574.0,,10,0,0,0,0.0
0,0.419236899,60,0,0.303605924,6211.0,6,0,2,0,0.0
0,0.402966155,58,0,0.34350663,4750.0,11,0,1,0,1.0
0,0.017539513,60,0,0.3303785,7106.0,10,0,2,0,0.0
0,0.000602003,69,0,3.312134218,2562.0,28,0,1,0,0.0
0,0.0,80,0,0.0,5300.0,8,0,0,0,0.0
0,0.458229568,35,0,0.458847051,3000.0,7,0,1,0,1.0
0,0.192085044,39,1,0.066155641,6000.0,4,0,0,0,1.0
0,0.111544837,47,0,0.018165837,3412.0,4,0,0,0,1.0
0,0.632640914,52,5,0.403823178,10043.0,15,1,2,0,0.0
0,0.492786745,28,0,0.277326671,1600.0,8,0,0,0,0.0
0,0.50896598,46,0,0.398671096,3611.0,6,0,1,0,2.0
0,0.0,83,0,0.166666667,5.0,4,0,0,0,0.0
0,0.040806774,29,0,0.285567364,5833.0,5,0,1,0,0.0
0,0.7047715,42,1,0.376058881,7200.0,4,0,1,0,3.0
0,0.391519292,33,0,1.080467125,6250.0,15,0,2,0,0.0
0,0.001542846,63,0,4612.0,,19,0,2,0,1.0
0,0.026529796,66,0,0.064485538,8435.0,8,0,0,0,1.0
0,0.025424869,55,2,0.521949078,6833.0,11,0,4,0,0.0
0,0.037001546,68,2,0.55102414,5467.0,24,0,2,0,0.0
0,0.02659867,45,0,0.049966369,10406.0,4,0,0,0,2.0
0,0.069142344,61,1,0.165483263,6900.0,6,0,0,0,0.0
0,0.273529828,72,1,0.627936166,5576.0,16,0,3,0,0.0
0,0.00945076,28,0,0.068887634,7083.0,7,0,0,0,1.0
0,0.261015453,60,0,0.245537021,6833.0,7,0,2,0,0.0
0,0.222343423,38,0,0.553217519,4086.0,4,0,1,0,2.0
0,0.442206277,60,0,0.184125519,6500.0,16,0,0,0,0.0
0,0.006497166,67,0,0.085982803,5000.0,15,0,1,0,0.0
0,0.97720926,32,0,0.394691486,2900.0,6,0,0,0,2.0
0,0.036735203,53,0,0.419694397,2944.0,4,0,1,0,0.0
0,0.008776529,54,0,0.187581242,10000.0,14,0,2,0,0.0
0,0.9999999,36,0,0.0,4500.0,3,0,0,0,3.0
0,0.12254761,63,0,0.117030381,9347.0,13,0,1,0,1.0
0,0.0,62,0,3225.0,,11,0,2,0,0.0
0,0.014099295,48,0,0.523266679,5350.0,4,0,1,0,3.0
0,0.169455808,62,0,129.0,,4,0,0,0,0.0
0,0.273445312,59,0,0.601962923,2750.0,9,0,1,0,0.0
0,0.474242103,52,2,0.557583659,2300.0,12,0,0,0,0.0
0,0.884411559,30,0,0.409434583,6083.0,7,0,2,0,1.0
0,0.9999999,43,0,0.419410745,7500.0,3,0,2,0,2.0
0,0.30152062,41,0,0.531315095,7200.0,4,0,1,0,2.0
0,0.436735636,44,0,0.337155046,7500.0,5,0,2,0,2.0
1,0.604042114,58,0,0.278831169,7699.0,10,0,2,0,0.0
0,0.268231677,61,0,0.586682663,5000.0,16,0,2,0,1.0
0,0.016489697,65,0,2441.0,,13,0,2,0,
1,0.736895555,40,0,2494.0,,11,0,1,0,1.0
0,0.00103696,63,0,2263.0,,6,0,1,0,0.0
0,0.0358056,62,0,0.268891446,7820.0,27,0,1,0,0.0
0,0.006481033,68,0,0.313308485,9121.0,10,0,3,0,2.0
0,0.078271541,69,0,1408.0,,9,0,1,0,0.0
0,0.79233759,26,0,0.046649389,2700.0,2,0,0,0,2.0
0,0.055013599,44,0,0.866169022,3750.0,17,0,1,0,1.0
0,0.221805686,30,0,0.099605822,6595.0,7,0,0,0,0.0
0,0.002432385,39,0,0.072860549,11322.0,12,0,0,0,3.0
0,0.017402945,31,0,1770.0,,14,0,2,0,0.0
0,0.986602679,33,1,0.563518917,3250.0,5,1,1,0,0.0
0,0.001999947,92,0,214.0,,9,0,1,0,0.0
0,0.262440799,39,0,0.286171383,10000.0,12,0,1,0,1.0
0,0.380813499,51,0,0.115527292,1886.0,5,0,0,0,0.0
0,0.010141719,71,0,0.122469383,4000.0,8,0,1,0,0.0
0,0.729840746,39,0,0.524322246,5200.0,14,0,0,0,0.0
0,0.003157853,56,0,0.231339333,17000.0,13,0,3,0,1.0
0,0.018811237,68,0,0.011322464,4415.0,5,0,0,0,0.0
0,0.118094489,75,0,0.379112272,3829.0,6,0,1,0,0.0
0,0.187517134,58,0,0.334458193,8000.0,7,0,2,0,1.0
0,0.387588718,48,1,0.296555009,6298.0,10,0,1,0,2.0
0,0.073310898,60,0,0.620819909,9000.0,12,0,2,0,0.0
0,0.228534626,41,0,0.453967806,7081.0,7,0,1,0,0.0
0,0.774833339,40,0,0.254092397,5497.0,7,0,0,0,0.0
0,0.303068396,54,0,0.452109578,5000.0,4,0,2,0,0.0
0,0.152000411,72,0,0.595130204,16550.0,26,0,12,0,0.0
0,0.0,32,0,0.64113239,1200.0,4,0,0,0,2.0
0,0.776630976,76,0,0.804575786,2097.0,7,0,1,0,0.0
0,0.0,28,0,0.0,1825.0,3,0,0,0,0.0
0,0.033205752,39,0,0.369663058,8220.0,7,0,1,0,3.0
0,0.01333899,60,0,35.0,,18,0,0,0,0.0
0,0.9999999,32,1,0.294789436,1400.0,1,0,0,0,0.0
0,0.220222279,64,0,0.306144148,13166.0,8,0,2,0,0.0
1,0.642984014,71,2,1473.0,,2,0,1,0,0.0
0,0.611944332,68,1,0.237097696,5250.0,8,3,0,0,0.0
0,0.0,34,0,0.317323306,11700.0,9,0,2,0,2.0
0,0.976011994,24,0,0.027756059,2557.0,3,0,0,0,0.0
0,0.008999719,61,0,0.358034971,1200.0,9,0,1,0,0.0
0,0.311852407,57,0,0.271198157,4339.0,12,0,0,0,0.0
1,1.238451935,30,1,0.114647559,6000.0,5,0,0,1,0.0
0,0.144834658,25,1,0.008508627,4230.0,2,1,0,1,0.0
0,0.046105544,75,0,0.142957746,2839.0,4,0,0,0,0.0
0,0.003999884,36,0,0.053220084,9300.0,6,0,0,0,4.0
0,0.0,29,0,0.183912534,2560.0,3,0,0,0,1.0
0,0.737763112,37,0,0.232691827,4000.0,6,0,0,0,0.0
0,0.004512962,63,0,0.188233589,6900.0,14,0,1,0,0.0
0,0.016178,57,0,2490.0,,7,0,2,0,0.0
0,0.03517931,30,0,0.295262115,5550.0,9,0,2,0,0.0
0,0.607083378,56,0,0.288380775,15000.0,27,0,1,0,0.0
0,0.199454793,23,0,0.119205298,150.0,4,0,0,0,0.0
0,0.102657816,75,0,0.40029985,2000.0,10,0,1,0,0.0
0,0.030483896,50,0,1744.0,,11,0,1,0,0.0
0,0.0,40,0,0.113082877,5296.0,5,0,0,0,0.0
0,0.022670715,56,0,1260.0,,7,0,1,0,0.0
0,0.051401705,55,0,0.394967956,4212.0,12,0,2,0,0.0
0,0.331180461,61,0,0.422610803,5775.0,13,0,2,0,0.0
1,0.550824809,46,2,0.352962895,5416.0,10,0,2,0,5.0
0,0.9999999,24,0,0.0,1000.0,0,0,0,0,0.0
0,0.00989901,39,0,0.000390016,5127.0,2,0,0,0,1.0
0,0.0,54,0,0.142130366,6289.0,3,0,1,0,0.0
0,0.022570842,57,0,0.240832303,4853.0,10,0,0,0,0.0
0,0.868310169,51,0,0.11699766,16666.0,5,0,1,0,0.0
0,1.023326854,46,1,0.492099323,3100.0,4,2,1,1,0.0
0,0.044521707,40,0,0.90323205,5166.0,15,0,2,0,0.0
0,0.031999086,37,0,0.237283692,11441.0,5,0,2,0,2.0
0,0.004324712,82,0,7.0,,5,0,0,0,1.0
0,0.026172565,64,0,0.161994109,18333.0,8,0,2,0,0.0
1,0.037910913,46,0,0.458285527,6100.0,18,0,2,0,1.0
0,0.385438625,36,0,0.442257218,6095.0,8,0,1,0,1.0
0,0.055080894,72,0,0.002670623,3369.0,2,0,0,0,0.0
0,0.02615348,58,0,3493.0,,14,0,1,0,0.0
0,0.123683392,52,0,1241.0,,5,0,2,0,0.0
0,0.103775215,65,0,0.222071349,8100.0,6,0,2,0,3.0
0,0.065421016,56,1,0.238432226,1836.0,9,0,0,0,0.0
0,0.125315353,62,0,0.030904408,6600.0,8,1,0,0,1.0
0,0.0,84,0,0.0,,7,0,0,0,0.0
0,0.9999999,22,0,0.0,929.0,1,0,0,0,0.0
0,0.073415187,74,0,1269.0,,16,0,1,0,0.0
0,0.000327861,56,0,0.185227855,7811.0,4,0,1,0,0.0
0,0.0,74,0,0.0,,2,0,0,0,2.0
0,0.020755591,56,0,0.22397365,8500.0,7,0,2,0,1.0
0,0.088463938,52,0,0.510354171,5166.0,8,0,1,0,0.0
0,0.023728447,67,0,0.25574885,5000.0,5,0,2,0,0.0
0,0.585352562,70,0,1.840672197,4700.0,32,0,7,0,0.0
0,0.0,44,0,0.057366011,7425.0,15,0,0,0,0.0
0,0.245808337,39,1,0.011418205,9370.0,7,0,0,1,4.0
0,0.979704335,44,0,0.812397746,5500.0,8,0,1,0,1.0
0,0.286659589,54,0,0.487930296,7000.0,13,0,2,0,1.0
0,0.828018468,45,0,0.660603113,10279.0,9,0,2,0,4.0
0,0.115648496,53,0,0.161848149,3700.0,15,0,0,0,0.0
0,0.0,63,0,0.415833667,2500.0,9,0,1,0,0.0
0,0.000941066,25,0,0.097342805,3800.0,7,0,0,0,0.0
0,0.009825892,32,0,325.0,,2,0,0,0,0.0
0,0.498582547,40,1,873.0,,4,0,0,1,0.0
0,0.07506363,64,0,173.0,0.0,14,0,0,0,0.0
0,0.029707714,47,0,0.180204005,7940.0,3,0,1,0,0.0
0,0.743256743,25,0,45.0,,3,0,0,0,0.0
0,0.9999999,23,0,0.085975436,3500.0,3,0,0,0,1.0
0,0.046134512,56,0,0.010864278,12333.0,7,0,0,0,2.0
0,0.857057874,52,0,0.521237458,11959.0,10,0,2,0,3.0
0,0.063916697,49,0,0.382861714,10000.0,11,0,3,0,2.0
0,0.173047098,52,0,0.411997931,5800.0,12,0,2,0,1.0
0,0.016772029,61,1,0.280860349,3207.0,7,0,1,0,0.0
0,0.296445154,42,0,0.755422243,2166.0,16,0,0,0,0.0
0,0.06402224,55,0,0.67637008,7900.0,16,0,4,0,0.0
0,0.655959139,59,0,0.426971535,15000.0,15,0,3,0,0.0
0,0.180091444,61,0,0.19950306,16500.0,17,0,1,0,0.0
0,0.0,48,0,0.0,,1,0,0,0,0.0
0,0.010674503,57,0,0.004581152,4583.0,5,0,0,0,1.0
0,0.0,63,0,0.0,,1,0,0,0,0.0
0,0.0,33,0,0.308648369,1930.0,8,0,0,0,1.0
0,0.412782989,62,2,0.609199459,17000.0,17,0,6,0,2.0
0,0.9999999,41,1,0.215949693,6996.0,1,0,1,0,0.0
0,0.0,62,0,0.0,,3,0,0,0,0.0
0,0.196713197,39,0,0.315514993,2300.0,5,0,0,0,0.0
0,0.035975131,44,0,3255.0,,7,0,3,0,0.0
0,0.9999999,44,0,0.0,,1,0,0,0,0.0
0,0.005669068,86,0,0.00119952,2500.0,3,0,0,0,2.0
0,0.535450248,43,0,0.561657221,5116.0,7,0,2,0,0.0
0,0.080303592,45,1,0.009252566,20750.0,6,0,0,0,0.0
0,0.130785599,55,0,0.1380369,34200.0,7,0,1,0,5.0
1,0.9999999,73,2,536.0,,3,2,0,0,0.0
0,5.68e-05,49,0,0.27972028,1000.0,8,0,0,0,0.0
0,0.031004744,61,0,0.126772984,13606.0,6,0,1,0,1.0
1,0.9999999,29,0,412.0,,1,0,0,1,0.0
0,0.021281369,50,0,0.30103201,11433.0,11,0,2,0,2.0
0,0.993668381,62,0,0.878433849,3166.0,8,0,1,0,0.0
0,0.76832371,57,0,7518.0,,15,0,3,0,1.0
0,0.0,33,0,0.357528624,4628.0,8,0,0,0,2.0
0,0.0,63,0,54.0,,2,0,0,0,0.0
0,0.009654537,73,0,0.122830656,18553.0,6,0,1,0,1.0
0,0.617044611,39,0,0.360834256,5417.0,6,0,1,0,2.0
0,0.123545616,48,0,1.056420511,7000.0,13,0,1,0,2.0
0,0.9999999,37,0,732.0,,8,0,0,0,0.0
0,0.83210715,26,0,0.211115554,2500.0,5,0,0,0,0.0
0,0.81855212,40,0,0.961725221,3500.0,8,0,1,0,3.0
0,0.083357777,61,0,115.0,,6,0,0,0,0.0
0,0.508089524,52,1,0.367642495,9666.0,9,0,1,0,2.0
0,0.2328918,50,0,0.491439149,2160.0,7,0,2,0,2.0
0,0.511252478,54,0,0.291380999,6125.0,6,0,1,0,2.0
0,0.013605442,48,0,0.006247397,2400.0,5,0,0,0,4.0
0,0.024951906,64,0,0.353173681,4300.0,9,0,1,0,0.0
0,0.598916968,48,0,0.551595621,8585.0,13,0,4,0,5.0
0,0.064566307,59,0,3800.0,,9,0,5,0,0.0
0,1.014558271,58,1,0.393939394,3200.0,3,3,1,0,2.0
0,1.008328706,27,0,1.572951366,1500.0,4,0,1,2,0.0
1,0.553449836,40,0,0.242292951,6000.0,6,0,0,0,3.0
0,0.014895524,54,0,1057.0,,7,0,1,0,1.0
0,0.9999999,73,0,38.0,,1,0,0,0,
0,0.405617556,30,0,0.358940177,6000.0,11,0,1,0,1.0
0,0.9999999,70,0,0.01721266,1800.0,3,0,0,0,0.0
0,0.603505327,33,0,0.316021491,7258.0,5,0,2,0,2.0
0,0.062079792,76,0,0.017994002,3000.0,3,0,0,0,0.0
0,0.720365944,75,0,0.115490376,12000.0,7,0,0,0,0.0
1,0.960968558,45,2,4824.0,,9,5,3,1,0.0
0,0.0,66,0,0.088192018,10873.0,8,0,0,0,1.0
0,0.9999999,46,0,0.267377642,5250.0,4,0,1,0,2.0
0,0.66474682,27,0,0.095444238,4850.0,7,0,0,0,0.0
0,0.120716207,53,0,0.431064321,6933.0,7,0,2,0,3.0
0,0.011788888,80,0,0.277897768,4166.0,18,0,0,0,1.0
0,0.275682375,53,0,0.216472239,11400.0,8,0,3,0,1.0
0,0.008584543,49,0,0.215432896,10833.0,7,0,1,0,0.0
0,0.281348051,43,0,0.094798553,8016.0,4,0,0,0,4.0
0,0.19799175,31,1,0.133554695,5420.0,9,0,0,0,2.0
0,0.014884668,68,0,0.154338265,2500.0,12,0,0,0,0.0
0,0.011710218,62,1,0.977256872,7166.0,18,0,8,0,0.0
1,1.00159968,42,1,0.083563748,3254.0,3,1,0,0,4.0
0,0.826537601,49,0,0.45482866,8666.0,9,0,2,0,3.0
0,0.150452449,36,0,0.510595762,2500.0,13,0,1,0,1.0
0,0.033249745,88,0,59.0,,9,0,0,0,
0,0.521350075,31,0,0.876098152,3300.0,8,0,1,0,0.0
0,0.399931711,34,0,0.892295388,3750.0,15,0,2,0,2.0
0,0.236298093,56,0,0.229969633,8561.0,12,0,2,0,1.0
0,0.221143214,32,0,0.374240583,5760.0,16,0,1,0,0.0
0,0.071243566,76,0,1730.0,,8,0,1,0,0.0
0,0.514138103,55,0,0.509076559,3800.0,12,0,1,0,0.0
0,0.011729096,53,0,20.0,,3,0,0,0,0.0
0,0.059803828,51,0,436.0,,3,0,0,0,0.0
0,0.611344568,46,0,0.612359973,13300.0,10,0,2,0,0.0
